loasbm04,11G,a38eabfb-8842-44e7-ae53-86ab8c4fd083
loasbm04,30G,06602ae7-2c47-4b13-8ec1-49922b7db818
lobsbm04,102G,09abe4db-7cd4-4bcc-95a0-36d76a4f365f
sjcsbm06,126G,e4af87a1-7094-47e3-86e7-953986899309
sjcsbm06,2.2T,ceac59d8-7ede-4d27-af4e-d92533ca3e39
sjcsbm06,211G,7d8912dc-2395-4a58-a1a9-ae46d40007d0
sjcsbm06,36G,848383f9-e8e0-46ba-9f7f-596d8ef6228e
sjcsbm06,393G,f8008913-e252-42f6-8ea4-3473693771bc
sjcsbm06,446G,dc2a7fd6-eaee-4200-bf1c-51d52005f99e
sjcsbm06,447G,846a68c2-fd67-42c2-aba7-bba24925493a
sjcsbm06,633G,55fd0dc1-21ab-4a46-8c45-cc19c61ada3e
sjcsbm06,64G,a0df374e-dd5f-4eea-8577-f7cb594becc2
sjcsbm06,67G,a86dd31e-fda8-4d39-8d74-cbcd77eb759a
sjcsbm07,1.1T,c93e06f9-6951-41a8-95b3-7e8a8fd71df1
sjcsbm07,1.1T,bfdce4ce-eefb-43f4-b59c-4bb63c40a73c
sjcsbm07,1.3T,8202e8a0-74af-419a-b4b7-c61f1e08ef9e
sjcsbm07,1010G,981ffbf3-ddb6-45b7-aa2b-3836b47bac68
sjcsbm07,116G,487ff164-70f1-4a99-b41a-943aa454c53b
sjcsbm07,11G,a787cfe3-04b6-4712-b04b-abbadb14a6c4
sjcsbm07,129G,bb649b92-0029-465a-8960-e6ee9a4bfffd
sjcsbm07,12G,8534d3ec-c71f-4af8-8652-20cf089ae729
sjcsbm07,141G,f6e41f71-1708-4c6d-aaab-53553f17f020
sjcsbm07,152G,27a8fd89-2153-448c-b77f-5e189e013fed
sjcsbm07,170G,4ef6c1d9-e94a-41fb-958f-191a3ca1de22
sjcsbm07,2.1T,5de450e1-9953-493f-933a-3edfa27f9d83
sjcsbm07,219G,736d8561-5f42-41c8-b441-0effabd627c8
sjcsbm07,330G,9aa952de-4344-44ab-acf4-bd64cb7a9a9a
sjcsbm07,37G,4c33612c-058c-4da6-ab8d-73a831eb342a
sjcsbm07,405G,29413359-d713-4fa8-b1f6-25265cf0d89a
sjcsbm07,410G,b075de7e-505d-40b1-adbc-ac4c3a45f359
sjcsbm07,43G,5513b65c-cded-4059-a31e-42fce5b64b8b
sjcsbm07,471G,be859cf5-f8fd-4a26-a521-888aed8de660
sjcsbm07,574G,aadebd9b-b1b3-4cc4-b306-108c468bc6fc
sjcsbm07,604G,ed136213-52a1-4b53-80c1-1c915fbd29c0
sjcsbm07,693G,a9f6a319-3c7b-4845-81bd-62add430786b
sjcsbm07,748G,69cb9420-f225-45a1-b16d-815ca34785e0
sjcsbm07,74G,af7d4379-228e-49f3-9337-8a70b985eada
sjcsbm07,78G,e5e270fb-7f02-4613-92ff-562a9d9007ea
sjcsbm07,9.1G,311c5feb-5bad-408c-8c53-60b4939aafcc
sjcsbm07,9.3G,d2c4a9ce-f4d7-4c1e-8f82-c8239f25fc18
sjcsbm07,97G,e03ca724-58bc-40af-9509-494d47d1992c
sjcsbm07,984G,3812339e-17bd-46f4-895a-051eaa144e9e
sjcsbm07,994G,8a9036b1-7292-4923-931d-adeabff5656c
sjcsbm08,168G,316609ad-220e-4c87-b52d-9b925e3efd79
sjcsbm08,185G,fe49e03f-8b6e-44e3-a79b-135a5f835d72
sjcsbm08,218G,b80d905e-c327-4021-9c6d-2c5c67630d38
sjcsbm08,3.0T,2581c10b-aa6e-4be9-9e5e-ce6b9808f45b
sjcsbm08,40G,64fdc637-56f8-49dc-a014-e7559d7090a0
sjcsbm08,503G,5b364e08-4066-4f85-9299-032b1b6b8696
sjcsbm08,648G,eab25c3b-db5b-411a-a493-43fe6fa557cd
sjcsbm08,691G,eb9f30bc-c001-420b-bf97-64d0ba2975b6
sjcsbm09,1.1T,3977a54e-96cb-47e4-9510-b505c5b93fa1
sjcsbm09,1.3T,311b9dcd-40f4-4d71-892e-396babd5ac03
sjcsbm09,113G,215576d7-9c3f-4b5b-950f-c4e71a9ec1f3
sjcsbm09,166G,15e41c55-7ff7-42ce-a4a8-15eb9e2913ba
sjcsbm09,2.8T,8d40c03a-f7f2-4cbb-b212-93448032a264
sjcsbm09,20G,615c3920-ef03-4d9c-9ff1-e6bc4e527da7
sjcsbm09,213M,7ed88883-4e7d-49f0-a9b5-2aa33d198874
sjcsbm09,26G,54be728d-30f9-4e6a-9c68-fa26d67b4a83
sjcsbm09,276G,753c3e3e-6eaf-4149-ab4e-8e09f5c8afab
sjcsbm09,285G,6312db2a-101c-407e-81eb-1613189d6d0b
sjcsbm09,29G,640968ac-06d8-4970-a852-7b315f1aacd6
sjcsbm09,3.5T,ecb53bb8-cf90-4fcf-ad91-fb797d2a072f
sjcsbm09,315G,2a640383-33dd-46bf-857c-afe9b4cf51cb
sjcsbm09,4.7T,8c9c1ef1-f5e8-4878-bf14-3125ffaacc65
sjcsbm09,4.9T,04dcb8c6-6d03-4ae1-9050-11c9739bab39
sjcsbm09,558G,5062ba32-3dc6-4c3c-adb5-1670b1dc4af7
sjcsbm09,582G,220d532b-52f0-4852-ae0b-e607748a0d8e
sjcsbm09,78M,e36c3642-fe51-4e2e-bff5-babf67a81c46
sjcsbm10,1.2T,338c8eb9-c7d3-4ee1-924a-8788c48e287f
sjcsbm10,13G,9137ff4a-eb5e-40bb-b494-da6e80dd54cf
sjcsbm10,164G,d40e0e15-1249-40c4-90f5-0cf645be2d6b
sjcsbm10,174G,92b0b079-c26c-47ee-baab-af0f91d86328
sjcsbm10,18G,70e40e85-6d80-4d79-afcc-5dba8bc52f6f
sjcsbm10,20G,fb0b67be-6e58-40d0-a4be-8930f20a6c5f
sjcsbm10,24G,56c6def5-8a70-4eb7-91d4-7340efce6607
sjcsbm10,25G,cc74a7b2-bffe-477e-af49-0f8da9db8e0e
sjcsbm10,35G,fc7e0304-24dd-461d-a261-2163c278de77
sjcsbm10,36G,ba966a63-42d6-4a79-9774-48ceb4ff0af8
sjcsbm10,37G,d3b48e49-c3cd-4df5-ab99-de6b203aadaf
sjcsbm10,38G,5f9afc75-086e-420b-a84d-ed9c690db1b3
sjcsbm10,451G,7684a8be-96de-4812-8743-a19194e8e1fb
sjcsbm10,564G,917c8e55-caa2-4830-90f7-cd880d078df8
sjcsbm10,58G,4bc39039-8e3e-499d-8e5b-830365e5fc3c
sjcsbm10,6.5G,c7272530-1b4d-4e3d-84fd-4fc764ff49e4
sjcsbm10,726G,3483d004-9585-48d5-a78b-c2a5a7e4f4ce
sjcsbm10,751G,4ce4e29e-acba-4a44-bff3-4d25728e8f08
sjcsbm10,759G,70eccefc-b248-47f0-9b9b-c870ba89ce1e
sjcsbm10,977G,54c9b359-335e-48c8-9c45-3d4131723a1a
sjcsbm11,1.1T,070cc94e-a262-45e7-bbe0-f9f6183753f3
sjcsbm11,100G,5fe9d95c-7e75-48c9-997b-56dbba5e5d04
sjcsbm11,157G,3d109883-6041-4c72-9bb0-0d878593942b
sjcsbm11,15G,c08802d9-ec71-4255-9b9e-f0d0c1b29200
sjcsbm11,162G,3c7ca653-51e9-429d-aaba-5c7cf5570b5e
sjcsbm11,211G,5f264c43-510b-4865-9985-2cc005b1a85e
sjcsbm11,24G,8c2add6a-4bd0-4e12-845e-17d3f3185ce5
sjcsbm11,257G,b5e9829c-0d6c-44be-9e03-4f44fd93c0fb
sjcsbm11,278G,50efbd9f-9411-4077-9183-dfb4e5b96bc5
sjcsbm11,28G,0daec21a-4a79-412f-9f6c-307f914eefc9
sjcsbm11,358M,6b2dca21-83bb-4fa1-8137-4119f9010914
sjcsbm11,36G,8d9a14ab-3a32-4a71-adf8-e2c3a524eb2d
sjcsbm11,44G,b296ca5b-aac6-4e4b-9d37-41443ac24424
sjcsbm11,45G,914faa79-2dca-4967-b4a5-a5c3e709a8c7
sjcsbm11,5.2G,4c62332d-5ee4-4c1b-86d4-28d5597897b5
sjcsbm11,511G,a1ebf909-f4ec-43e1-9de7-72110a0487b4
sjcsbm11,57G,a8a72e4b-1f46-4cfd-ab13-0beb6862c92c
sjcsbm11,65G,87c53f1e-96ce-48a3-be49-859c6935e185
sjcsbm11,66G,186cee24-8954-4751-8498-d41e77280b26
sjcsbm11,734G,599dc515-7889-4b66-b23a-3c1553d2c52e
sjcsbm11,792G,37a5a8f5-79ca-46b4-a719-247854b137fa
sjcsbm12,149G,84848500-da71-4c09-9282-6fd8ba392187
sjcsbm12,2.2T,44c05429-47b5-40b8-a386-00ffa4d1f256
sjcsbm12,236G,d3b2867d-d18a-46aa-9825-0f19525355fb
sjcsbm12,29G,de9b31fa-ac44-438a-a27a-8b82d15c9ddf
sjcsbm12,32G,2b40f56b-e723-4717-96e5-8fe343ebeae8
sjcsbm13,108G,1d3f6495-6054-40a1-893c-841adf4bf2e5
sjcsbm13,18G,7d3b0242-d172-41b2-a847-e93334c05793
sjcsbm13,216G,48092c27-2ae3-42b8-9483-a1d1f80957cd
sjcsbm13,228G,f2174f13-f0eb-4959-8673-59a9f63d26aa
sjcsbm13,261G,94ca01af-b2e4-4da4-9303-c2b46285b4c3
sjcsbm13,296G,82ab69e5-2a73-46cb-b8ee-2531ea4fbe17
sjcsbm13,344G,33672acb-5c80-4f76-945f-83fcfa6c5c1f
sjcsbm13,378G,428e80bf-df88-4663-8575-db3369632e68
sjcsbm13,40G,868b7eb4-ecb6-41a8-8ef0-c471511fce7f
sjcsbm13,453G,9a573667-9687-4481-a750-ba4e4df405a2
sjcsbm13,463G,1cca1319-2c21-45ea-afec-6e3e26470382
sjcsbm13,598G,04ad835a-9e5a-4af6-ad7c-e78d5dc394d1
sjcsbm13,62G,847a087f-bcc0-4b02-80fd-f6448cdeb280
sjcsbm13,72G,e871adef-5d7f-441c-a2bd-1e60e77f78ff
sjcsbm13,73G,a2916d72-a0c6-4aa6-83c5-3248334806ce
sjcsbm13,79G,5eeb8def-2df7-4c35-b8a2-6786914ffec0
sjcsbm13,79G,06ce3123-589a-48d3-9c58-c5c60d6a22ed
sjcsbm13,849G,b6365473-3bf4-4d81-8fbe-89bc26d17e40
sjcsbm14,1.5T,7955a9a6-c837-416c-81b3-50e46f4ef60a
sjcsbm14,121G,dec1895d-b8d7-4856-9f8b-80e0a798c410
sjcsbm14,13G,bdfd7bb4-9dba-41ed-af81-a63edf2af575
sjcsbm14,165G,52bf7b3f-9882-4ae6-ba46-8ada2d817e5b
sjcsbm14,17G,2bbc6bd8-c657-45d0-b23c-c3441123bc15
sjcsbm14,193G,b16a306d-ee03-41b5-8b04-4f15e6bd751e
sjcsbm14,2.4M,93bd46be-b7ef-4e44-a71e-a727b8fca5d5
sjcsbm14,26G,3badc11a-8a73-4681-ab0b-3a386c25464c
sjcsbm14,282G,9748b4c5-fb38-4304-b5db-787e3934592e
sjcsbm14,33G,f47cc63f-c36a-4f04-b285-19869882a0ff
sjcsbm14,381G,017748b0-5e9b-476a-b312-4b131ed0940f
sjcsbm14,523G,0b05a10b-4970-48a0-a1ff-d091987bd091
sjcsbm14,547G,146802f0-b288-4633-adf5-9fec4c3a744b
sjcsbm14,6.9G,6a0a8340-db5b-48b7-b215-4a4893a20579
sjcsbm14,74G,4f5fd9f9-c572-4d14-a078-12efab048a83
sjcsbm14,82G,a0da9971-9071-4bc5-a778-89f451a2080d
sjcsbm14,940M,d4a4a7f7-b268-47f1-a04d-4f7a0f741a79
sjcsbm15,1.8T,c902a0e0-62bb-459c-8b37-fb4f12bf1c01
sjcsbm15,14G,7f957a0a-86c9-4bcf-98ed-98551146e468
sjcsbm15,16G,1a74bbfd-2312-4607-b9fb-aaef819c3bdb
sjcsbm15,18G,f800ddda-5e16-4924-bd15-73b0d4edfb77
sjcsbm15,20G,da34e899-cca5-4f50-93f7-abccc7be8bb7
sjcsbm15,21G,f84fee47-daca-4315-a166-502f17da26da
sjcsbm15,270G,4f8dcaab-217a-40f8-8fd7-8a2491ce91ce
sjcsbm15,27G,11cfc67f-f11d-4c30-87e8-3e00598ab6a9
sjcsbm15,288G,4c507b19-ea99-468d-8d37-e3cb57e5e041
sjcsbm15,310G,0d503f62-74c9-4d4e-a30e-ddb35f02d1f8
sjcsbm15,33G,db4afde0-3937-494b-b2c3-16813ab75eb6
sjcsbm15,36G,345af1f9-9016-4d81-8c2c-e0bdbb46263f
sjcsbm15,57G,2c66137a-abf2-4656-857c-0c362d899475
sjcsbm15,62G,36d5c2ab-794e-4f9b-9793-12f29a4e1fdd
sjcsbm15,7.9G,63df3fca-ff78-42ad-9228-7297d91e96e0
sjcsbm15,79G,d4d3a576-3acd-4752-b33c-546da7a4164e
sjcsbm15,872G,0d4883e6-f93f-4eb3-9ec9-fccdea1f94f4
sjcsbm15,875M,480f5bb5-0f87-49f8-99e8-fc4024c83480
wdcsbm04,141G,e20a31d1-b0e5-4bd9-aeaa-9681a1d11ca0
wdcsbm04,648G,eab25c3b-db5b-411a-a493-43fe6fa557cd
wdcsbm04,985G,9efa287b-6b34-44b4-9902-c98f6b58d67e
wdcsbm09,1011G,a38d8b58-223c-45af-baa9-d5d8310354a5
wdcsbm09,103G,eecb874d-c99a-407b-9987-a86bfb1febc1
wdcsbm09,123G,dede69fb-7cb5-475d-a7ea-366b5dfbe844
wdcsbm09,135G,6e06309c-dfdd-4e03-b45f-759ba0eda199
wdcsbm09,165G,a32dba51-1dcf-4d84-8ce7-848b83ab512c
wdcsbm09,166G,fc3b3fae-3638-40e2-9aa8-c31f6ef38b45
wdcsbm09,240G,be7563a5-91ee-49de-95ad-00484e79dd4a
wdcsbm09,25G,5aedaaae-83b2-4b88-8668-998cbc069838
wdcsbm09,27G,9480b877-9ca9-4dbc-abdb-3230bccf7bd9
wdcsbm09,285G,961ca2cf-7f9b-4007-a1f5-d52400223547
wdcsbm09,329G,535814d6-afe9-475c-8ae0-ae0777d348da
wdcsbm09,333G,9aa952de-4344-44ab-acf4-bd64cb7a9a9a
wdcsbm09,41G,64fdc637-56f8-49dc-a014-e7559d7090a0
wdcsbm09,44G,4623e4e3-bd70-48e5-aeb4-a1d76f03e4b7
wdcsbm09,45G,b7e5a117-90f9-48e6-8908-b9e10701b98c
wdcsbm09,503G,5b364e08-4066-4f85-9299-032b1b6b8696
wdcsbm09,750G,69cb9420-f225-45a1-b16d-815ca34785e0
wdcsbm11,1.1T,3977a54e-96cb-47e4-9510-b505c5b93fa1
wdcsbm11,1.5T,1fe52d86-8cf0-4986-95ef-50de5ec085e9
wdcsbm11,1.8T,311b9dcd-40f4-4d71-892e-396babd5ac03
